titulo_puesto,empresa,carrera_requerida,provincia,experiencia_requerida,salario_minimo,salario_maximo,fecha_publicacion,sector
Ingeniero Industrial,Repsol Ecuador,Ingeniería Eléctrica,Guayas,1 año,1066,1375,2025-12-02,Privado
Community Manager,Corporación GPF,Comunicación Social,Azuay,2 años,812,1038,2025-11-10,Privado
Auxiliar de Enfermería,La Fabril,Medicina,Manabí,2 años,1767,2068,2025-11-15,Privado
Médico Especialista,Hospital Metropolitano,Enfermería,Pichincha,3 años,1063,1266,2025-10-24,Privado
Gerente General,CNT,Administración de Empresas,Tungurahua,4 años,1421,1644,2025-11-30,Público
Psicólogo Clínico,Nestlé Ecuador,Enfermería,Pichincha,1 año,742,831,2025-11-29,Privado
Scrum Master,Halliburton,Ingeniería en Sistemas,Pichincha,1 año,1199,1499,2025-11-15,Privado
Auxiliar de Enfermería,Grupo Wright,Medicina,Tungurahua,3 años,2228,2748,2025-10-30,Privado
Ingeniero Eléctrico,La Fabril,Ingeniería Civil,Tungurahua,1 año,1073,1222,2025-11-06,Privado
Nutricionista,La Fabril,Medicina,Manabí,3 años,2271,2790,2025-10-27,Privado
Desarrollador Mobile,Ministerio de Educación,Ingeniería en Sistemas,Tungurahua,2 años,1377,1756,2025-10-10,Público
Content Manager,SRI,Marketing,Pichincha,3 años,1285,1520,2025-09-08,Público
Ingeniero de Software,Corporación GPF,Ingeniería en Sistemas,Tungurahua,Sin experiencia,1021,1245,2025-10-19,Privado
Analista de Recursos Humanos,Tecnipak,Administración de Empresas,Guayas,2 años,1092,1286,2025-11-24,Privado
Médico General,Tecnipak,Enfermería,Guayas,2 años,913,1075,2025-09-29,Privado
Nutricionista,Almacenes Juan Eljuri,Enfermería,Guayas,2 años,829,928,2025-09-23,Privado
Ingeniero Mecánico,Schlumberger,Ingeniería Eléctrica,El Oro,1 año,1191,1509,2025-09-27,Privado
Auditor,OCP Ecuador,Contabilidad y Auditoría,Pichincha,3 años,1013,1116,2025-11-21,Privado
Asistente Administrativo,OCP Ecuador,Administración de Empresas,Tungurahua,4 años,1406,1755,2025-09-23,Privado
Supervisor de Obra,EP Petroecuador,Ingeniería Industrial,Guayas,1 año,1030,1178,2025-10-01,Privado
Ingeniero Eléctrico,Repsol Ecuador,Ingeniería Eléctrica,Azuay,Sin experiencia,908,1048,2025-09-25,Privado
Scrum Master,Nestlé Ecuador,Ingeniería en Sistemas,Pichincha,Sin experiencia,952,1160,2025-09-20,Privado
Analista Financiero,Claro Ecuador,Administración de Empresas,Guayas,2 años,992,1189,2025-10-23,Privado
Ingeniero de Calidad,Nestlé Ecuador,Ingeniería Civil,Manabí,2 años,1397,1652,2025-11-08,Privado
Fisioterapeuta,Halliburton,Medicina,Manabí,2 años,1940,2379,2025-11-03,Privado
Contador,Produbanco,Administración de Empresas,Pichincha,1 año,972,1197,2025-11-26,Privado
Community Manager,Unilever Andina,Comunicación Social,Azuay,1 año,824,986,2025-11-24,Privado
Coordinador de Publicidad,Banco Pichincha,Comunicación Social,Guayas,2 años,903,1039,2025-09-22,Privado
Técnico Industrial,Corporación Favorita,Ingeniería Civil,Tungurahua,2 años,1194,1435,2025-09-26,Privado
Supervisor de Obra,Unilever Andina,Ingeniería Civil,Guayas,5+ años,1992,2246,2025-09-17,Privado
Analista Financiero,Movistar Ecuador,Administración de Empresas,Manabí,Sin experiencia,676,756,2025-12-06,Privado
Ingeniero Ambiental,La Fabril,Ingeniería Eléctrica,El Oro,3 años,1635,1941,2025-10-28,Privado
Ingeniero Ambiental,EP Petroecuador,Ingeniería Civil,Guayas,2 años,1369,1748,2025-10-12,Privado
Enfermero/a,Produbanco,Enfermería,Guayas,2 años,889,1147,2025-11-08,Privado
Auxiliar de Enfermería,Tecnipak,Enfermería,Tungurahua,3 años,1028,1298,2025-11-25,Privado
Farmacéutico/a,Repsol Ecuador,Medicina,Manabí,3 años,1973,2309,2025-11-26,Privado
Auxiliar de Enfermería,CNT,Medicina,Pichincha,5+ años,3274,3767,2025-10-29,Público
Analista de E-commerce,Almacenes Juan Eljuri,Marketing,Azuay,Sin experiencia,666,747,2025-10-18,Privado
Odontólogo/a,Fybeca,Enfermería,Guayas,Sin experiencia,512,630,2025-10-24,Privado
Jefe de Recursos Humanos,Unilever Andina,Administración de Empresas,Pichincha,3 años,1214,1338,2025-10-19,Privado
Jefe de Mantenimiento,Universidad San Francisco,Ingeniería Civil,Guayas,2 años,1336,1572,2025-11-23,Privado
Ingeniero de Proyectos,IESS,Ingeniería Civil,Pichincha,1 año,1113,1383,2025-12-01,Público
Farmacéutico/a,Halliburton,Medicina,El Oro,Sin experiencia,1261,1467,2025-10-17,Privado
Ingeniero Eléctrico,Cervecería Nacional,Ingeniería Civil,Manabí,Sin experiencia,879,1140,2025-10-30,Privado
Enfermero/a,ARCA Continental,Medicina,Guayas,4 años,2448,2982,2025-10-07,Privado
Community Manager,Diners Club,Comunicación Social,Pichincha,1 año,771,980,2025-09-07,Privado
Ingeniero Ambiental,Consorcio Nobis,Ingeniería Industrial,Manabí,1 año,907,1094,2025-11-13,Privado
Desarrollador Mobile,Corporación Favorita,Ingeniería en Sistemas,Pichincha,1 año,1192,1509,2025-10-30,Privado
Gerente de Marketing,Universidad San Francisco,Marketing,Azuay,1 año,833,1009,2025-10-17,Privado
Técnico Industrial,Cervecería Nacional,Ingeniería Industrial,Manabí,Sin experiencia,767,994,2025-11-09,Privado
Nutricionista,Nestlé Ecuador,Medicina,Pichincha,2 años,1700,2150,2025-09-24,Privado
Nutricionista,Tecnipak,Medicina,Guayas,Sin experiencia,1120,1274,2025-10-24,Privado
Ingeniero Civil,Cervecería Nacional,Ingeniería Eléctrica,Azuay,3 años,1658,1838,2025-09-13,Privado
Analista de Marketing Digital,Claro Ecuador,Marketing,Azuay,1 año,881,1108,2025-10-25,Privado
Diseñador Gráfico,Consorcio Nobis,Marketing,Tungurahua,2 años,1011,1137,2025-09-25,Privado
Content Manager,ARCA Continental,Comunicación Social,El Oro,4 años,1109,1336,2025-11-19,Privado
Jefe de Mantenimiento,Movistar Ecuador,Ingeniería Industrial,Azuay,3 años,1476,1766,2025-09-18,Privado
Gerente de Marketing,OCP Ecuador,Marketing,Azuay,2 años,1031,1314,2025-11-30,Privado
Ingeniero Mecánico,Holcim Ecuador,Ingeniería Civil,Manabí,1 año,1003,1105,2025-10-04,Privado
Ingeniero de Calidad,Ministerio de Salud,Ingeniería Industrial,Manabí,1 año,920,1050,2025-11-21,Público
Ingeniero de Proyectos,Universidad San Francisco,Ingeniería Eléctrica,Azuay,3 años,1604,1974,2025-11-10,Privado
Odontólogo/a,Ministerio de Educación,Medicina,Azuay,5+ años,2931,3489,2025-11-25,Público
Ingeniero Eléctrico,Schlumberger,Ingeniería Eléctrica,Guayas,3 años,1407,1666,2025-12-03,Privado
Analista de E-commerce,Nestlé Ecuador,Marketing,Guayas,2 años,1012,1134,2025-09-21,Privado
Ingeniero Civil,La Fabril,Ingeniería Civil,Guayas,3 años,1468,1754,2025-11-13,Privado
Supervisor de Obra,Claro Ecuador,Ingeniería Industrial,Pichincha,2 años,1302,1454,2025-11-01,Privado
Ingeniero Industrial,Schlumberger,Ingeniería Civil,Tungurahua,Sin experiencia,867,1011,2025-11-02,Privado
Especialista en SEO,Nestlé Ecuador,Marketing,Pichincha,2 años,1050,1308,2025-10-31,Privado
Ingeniero Ambiental,Ministerio de Salud,Ingeniería Civil,Manabí,5+ años,2057,2376,2025-11-23,Público
Ingeniero de Proyectos,Tecnipak,Ingeniería Industrial,Pichincha,1 año,1036,1273,2025-09-21,Privado
Ingeniero Mecánico,Cervecería Nacional,Ingeniería Civil,Pichincha,3 años,1563,1793,2025-11-14,Privado
Psicólogo Clínico,Ministerio de Educación,Medicina,Tungurahua,1 año,1559,1841,2025-10-27,Público
Fisioterapeuta,Movistar Ecuador,Medicina,Manabí,2 años,1694,2129,2025-10-21,Privado
Analista de E-commerce,Diners Club,Marketing,El Oro,Sin experiencia,612,695,2025-12-05,Privado
Brand Manager,Produbanco,Comunicación Social,El Oro,2 años,852,990,2025-09-15,Privado
Contador,Hospital Metropolitano,Administración de Empresas,Manabí,3 años,1169,1288,2025-11-06,Privado
Nutricionista,Corporación Favorita,Enfermería,Guayas,1 año,766,977,2025-09-28,Privado
Scrum Master,Fybeca,Ingeniería en Sistemas,Manabí,3 años,1707,2044,2025-10-08,Privado
Ingeniero Mecánico,Pronaca,Ingeniería Industrial,Pichincha,3 años,1418,1840,2025-10-06,Privado
Ingeniero de Proyectos,CNT,Ingeniería Eléctrica,Guayas,4 años,1856,2078,2025-10-19,Público
Jefe de Mantenimiento,Fybeca,Ingeniería Industrial,Tungurahua,1 año,951,1138,2025-10-23,Privado
Ingeniero Civil,Fybeca,Ingeniería Industrial,Azuay,1 año,1042,1331,2025-11-30,Privado
Brand Manager,Unilever Andina,Comunicación Social,Azuay,1 año,777,967,2025-09-09,Privado
Asistente Contable,Ministerio de Educación,Administración de Empresas,El Oro,5+ años,1977,2315,2025-09-10,Público
Técnico Industrial,Tecnipak,Ingeniería Civil,Azuay,4 años,1656,1851,2025-10-25,Privado
Psicólogo Clínico,ARCA Continental,Medicina,Tungurahua,2 años,1682,2156,2025-10-21,Privado
Asistente Contable,Halliburton,Contabilidad y Auditoría,Azuay,3 años,1077,1193,2025-11-12,Privado
Analista de Recursos Humanos,Unilever Andina,Contabilidad y Auditoría,Manabí,2 años,1016,1232,2025-10-21,Privado
Analista de Marketing Digital,Banco Pichincha,Marketing,Manabí,2 años,1107,1250,2025-12-03,Privado
Gerente General,Diners Club,Administración de Empresas,Tungurahua,Sin experiencia,728,824,2025-11-08,Privado
Analista de Marketing Digital,Diners Club,Marketing,Pichincha,3 años,1179,1348,2025-11-21,Privado
Médico General,Moderna Alimentos,Medicina,Azuay,Sin experiencia,1081,1265,2025-09-07,Privado
Especialista en Ciberseguridad,Consorcio Nobis,Ingeniería en Sistemas,Azuay,3 años,1807,2271,2025-11-10,Privado
Ingeniero Industrial,OCP Ecuador,Ingeniería Eléctrica,El Oro,3 años,1469,1908,2025-10-02,Privado
Farmacéutico/a,OCP Ecuador,Enfermería,Azuay,3 años,924,1103,2025-10-22,Privado
Ingeniero de Calidad,Tecnipak,Ingeniería Civil,Manabí,Sin experiencia,962,1077,2025-10-10,Privado
Analista de E-commerce,Produbanco,Marketing,Guayas,1 año,860,1062,2025-10-18,Privado
Diseñador Gráfico,Ministerio de Salud,Comunicación Social,Azuay,1 año,695,841,2025-10-15,Público
Analista de Marketing Digital,Produbanco,Marketing,Tungurahua,1 año,922,1099,2025-09-30,Privado
Tecnólogo Médico,Nestlé Ecuador,Enfermería,Guayas,Sin experiencia,562,696,2025-11-10,Privado
Coordinador Administrativo,Fybeca,Contabilidad y Auditoría,Manabí,4 años,1271,1642,2025-11-05,Privado
Analista de Business Intelligence,Corporación Favorita,Ingeniería en Sistemas,Manabí,2 años,1321,1490,2025-10-15,Privado
Técnico Industrial,Grupo Wright,Ingeniería Civil,Azuay,1 año,1018,1230,2025-11-18,Privado
Community Manager,Schlumberger,Marketing,Guayas,1 año,833,917,2025-11-12,Privado
Ingeniero Civil,OCP Ecuador,Ingeniería Industrial,Pichincha,2 años,1144,1484,2025-09-20,Privado
Analista de Recursos Humanos,Nestlé Ecuador,Contabilidad y Auditoría,Azuay,2 años,972,1203,2025-09-14,Privado
Farmacéutico/a,Grupo Wright,Medicina,El Oro,2 años,1878,2329,2025-11-12,Privado
Gerente General,Moderna Alimentos,Administración de Empresas,Guayas,4 años,1360,1679,2025-09-26,Privado
Gerente de Marketing,Banco Pichincha,Marketing,Manabí,2 años,1045,1191,2025-09-15,Privado
Ingeniero de Software,Unilever Andina,Ingeniería en Sistemas,Tungurahua,5+ años,2206,2516,2025-11-06,Privado
Analista de Business Intelligence,ARCA Continental,Ingeniería en Sistemas,Manabí,4 años,1749,1966,2025-10-28,Privado
Ingeniero Industrial,SRI,Ingeniería Industrial,Tungurahua,1 año,952,1163,2025-11-02,Público
Analista de Marketing Digital,Tecnipak,Comunicación Social,Guayas,4 años,1232,1400,2025-11-30,Privado
Ingeniero Industrial,Grupo Wright,Ingeniería Civil,El Oro,Sin experiencia,915,1043,2025-11-07,Privado
Gerente de Marketing,Nestlé Ecuador,Marketing,Tungurahua,3 años,1188,1465,2025-10-27,Privado
Enfermero/a,La Fabril,Enfermería,Manabí,1 año,743,839,2025-10-13,Privado
Ingeniero Mecánico,Repsol Ecuador,Ingeniería Industrial,Pichincha,4 años,1625,1798,2025-11-29,Privado
Brand Manager,Pronaca,Comunicación Social,Azuay,4 años,1311,1564,2025-11-04,Privado
Community Manager,CNT,Marketing,Azuay,3 años,1190,1513,2025-10-03,Público
Gerente General,Repsol Ecuador,Contabilidad y Auditoría,Tungurahua,3 años,1022,1258,2025-10-22,Privado
Especialista en SEO,La Fabril,Comunicación Social,El Oro,1 año,803,905,2025-11-30,Privado
Content Manager,Holcim Ecuador,Marketing,El Oro,Sin experiencia,677,875,2025-11-23,Privado
Analista de Recursos Humanos,Grupo Wright,Administración de Empresas,El Oro,2 años,1085,1221,2025-10-18,Privado
Analista de E-commerce,Fybeca,Comunicación Social,Tungurahua,1 año,767,905,2025-09-12,Privado
Ingeniero de Software,Ministerio de Educación,Ingeniería en Sistemas,Pichincha,3 años,1735,2081,2025-12-02,Público
Supervisor de Obra,Ministerio de Educación,Ingeniería Industrial,El Oro,1 año,1059,1187,2025-09-29,Público
Tecnólogo Médico,Holcim Ecuador,Enfermería,Pichincha,5+ años,1431,1606,2025-09-16,Privado
Supervisor de Obra,Corporación Favorita,Ingeniería Industrial,Guayas,2 años,1157,1434,2025-10-25,Privado
Analista de Recursos Humanos,Ministerio de Salud,Administración de Empresas,Guayas,3 años,1197,1421,2025-10-13,Público
Ingeniero Eléctrico,CNT,Ingeniería Civil,Manabí,Sin experiencia,935,1179,2025-10-01,Público
Farmacéutico/a,Corporación Favorita,Medicina,El Oro,4 años,2620,2932,2025-09-11,Privado
Asistente Administrativo,Corporación GPF,Administración de Empresas,Manabí,4 años,1459,1857,2025-10-20,Privado
Gerente General,Moderna Alimentos,Administración de Empresas,Guayas,2 años,1151,1397,2025-11-06,Privado
Supervisor de Obra,Fybeca,Ingeniería Eléctrica,Tungurahua,2 años,1425,1810,2025-09-15,Privado
Ingeniero de Calidad,Repsol Ecuador,Ingeniería Industrial,Pichincha,3 años,1419,1596,2025-11-12,Privado
Analista de Marketing Digital,Unilever Andina,Marketing,Manabí,1 año,804,981,2025-10-19,Privado
Administrador de Sistemas,Diners Club,Ingeniería en Sistemas,Azuay,2 años,1408,1649,2025-09-27,Privado
Analista de Marketing Digital,SRI,Marketing,Tungurahua,1 año,923,1107,2025-10-28,Público
Community Manager,Unilever Andina,Comunicación Social,Tungurahua,Sin experiencia,596,764,2025-10-10,Privado
Desarrollador Full Stack,Hospital Metropolitano,Ingeniería en Sistemas,Manabí,1 año,1142,1332,2025-09-14,Privado
Auditor,Hospital Metropolitano,Administración de Empresas,El Oro,Sin experiencia,779,866,2025-11-09,Privado
Farmacéutico/a,Pronaca,Medicina,Azuay,Sin experiencia,1315,1696,2025-11-22,Privado
Analista de Marketing Digital,Industrias Ales,Comunicación Social,Guayas,Sin experiencia,572,633,2025-09-11,Privado
Ingeniero de Proyectos,Ministerio de Educación,Ingeniería Industrial,El Oro,5+ años,1940,2319,2025-10-06,Público
Desarrollador Full Stack,Corporación Favorita,Ingeniería en Sistemas,Guayas,2 años,1449,1843,2025-12-03,Privado
Analista de Business Intelligence,Industrias Ales,Ingeniería en Sistemas,Pichincha,5+ años,2345,2756,2025-09-23,Privado
Tecnólogo Médico,Consorcio Nobis,Enfermería,Pichincha,2 años,829,1060,2025-10-24,Privado
Auditor,Hospital Metropolitano,Contabilidad y Auditoría,Manabí,1 año,866,993,2025-09-18,Privado
Community Manager,Ministerio de Educación,Comunicación Social,Manabí,2 años,944,1206,2025-11-14,Público
Community Manager,Banco Pichincha,Comunicación Social,El Oro,2 años,854,949,2025-09-14,Privado
Coordinador Administrativo,EP Petroecuador,Administración de Empresas,Azuay,Sin experiencia,654,765,2025-11-29,Privado
Ingeniero Ambiental,Consorcio Nobis,Ingeniería Civil,Tungurahua,2 años,1293,1592,2025-11-30,Privado
Enfermero/a,Claro Ecuador,Medicina,Tungurahua,1 año,1411,1751,2025-10-22,Privado
Jefe de Mantenimiento,Produbanco,Ingeniería Civil,Azuay,2 años,1393,1613,2025-11-29,Privado
Ingeniero de Proyectos,Movistar Ecuador,Ingeniería Civil,Azuay,3 años,1600,1921,2025-09-13,Privado
Asistente Contable,Moderna Alimentos,Contabilidad y Auditoría,Azuay,1 año,732,938,2025-11-12,Privado
Ingeniero Ambiental,IESS,Ingeniería Civil,Pichincha,Sin experiencia,857,1082,2025-09-25,Público
Administrador de Sistemas,ARCA Continental,Ingeniería en Sistemas,El Oro,3 años,1768,2281,2025-09-09,Privado
Ingeniero Civil,Movistar Ecuador,Ingeniería Industrial,Azuay,2 años,1221,1416,2025-09-17,Privado
Especialista en Ciberseguridad,Repsol Ecuador,Ingeniería en Sistemas,Manabí,Sin experiencia,867,1020,2025-11-02,Privado
Administrador de Sistemas,IESS,Ingeniería en Sistemas,Manabí,5+ años,2248,2666,2025-09-13,Público
Community Manager,Fybeca,Marketing,Pichincha,Sin experiencia,735,919,2025-10-20,Privado
Analista de E-commerce,IESS,Marketing,Pichincha,3 años,1152,1458,2025-11-01,Público
Médico General,Nestlé Ecuador,Enfermería,Tungurahua,5+ años,1368,1702,2025-12-02,Privado
Coordinador de Publicidad,La Fabril,Marketing,Manabí,1 año,862,1046,2025-11-12,Privado
Diseñador Gráfico,Repsol Ecuador,Marketing,Manabí,Sin experiencia,713,916,2025-09-23,Privado
Especialista en Ciberseguridad,Movistar Ecuador,Ingeniería en Sistemas,Pichincha,Sin experiencia,1055,1323,2025-10-14,Privado
Analista de Recursos Humanos,Schlumberger,Contabilidad y Auditoría,Pichincha,1 año,818,958,2025-11-30,Privado
Analista de E-commerce,Banco Pichincha,Marketing,Pichincha,Sin experiencia,653,804,2025-10-10,Privado
Coordinador Administrativo,La Fabril,Administración de Empresas,Pichincha,3 años,1244,1484,2025-10-22,Privado
Ingeniero de Proyectos,IESS,Ingeniería Industrial,Manabí,Sin experiencia,729,938,2025-10-12,Público
Coordinador de Publicidad,Universidad San Francisco,Comunicación Social,Pichincha,2 años,889,1023,2025-10-12,Privado
Brand Manager,Consorcio Nobis,Marketing,Guayas,5+ años,1744,1969,2025-11-25,Privado
Administrador de Sistemas,Unilever Andina,Ingeniería en Sistemas,El Oro,3 años,1524,1885,2025-11-02,Privado
Especialista en SEO,Pronaca,Comunicación Social,Tungurahua,2 años,939,1044,2025-10-10,Privado
Community Manager,Fybeca,Marketing,Tungurahua,1 año,887,1082,2025-10-21,Privado
Enfermero/a,Grupo Wright,Medicina,Manabí,2 años,1660,1851,2025-10-03,Privado
Analista de Recursos Humanos,Corporación GPF,Contabilidad y Auditoría,El Oro,2 años,943,1158,2025-10-13,Privado
Asistente Administrativo,Universidad San Francisco,Administración de Empresas,Tungurahua,2 años,1142,1332,2025-10-29,Privado
Coordinador Administrativo,Diners Club,Contabilidad y Auditoría,Tungurahua,Sin experiencia,579,679,2025-10-14,Privado
Analista de Recursos Humanos,Corporación Favorita,Administración de Empresas,Pichincha,4 años,1471,1855,2025-11-11,Privado
Técnico Industrial,Fybeca,Ingeniería Eléctrica,Guayas,2 años,1288,1566,2025-11-30,Privado
Asistente Contable,OCP Ecuador,Administración de Empresas,Pichincha,1 año,982,1275,2025-11-18,Privado
Técnico Industrial,Halliburton,Ingeniería Eléctrica,Tungurahua,1 año,1151,1461,2025-11-13,Privado
Scrum Master,Industrias Ales,Ingeniería en Sistemas,El Oro,2 años,1447,1719,2025-10-11,Privado
Técnico Industrial,Diners Club,Ingeniería Civil,Guayas,3 años,1487,1873,2025-10-23,Privado
Jefe de Mantenimiento,Universidad San Francisco,Ingeniería Civil,El Oro,3 años,1685,2087,2025-11-02,Privado
Nutricionista,OCP Ecuador,Enfermería,Azuay,3 años,991,1105,2025-10-23,Privado
Técnico Industrial,Ministerio de Educación,Ingeniería Industrial,Manabí,Sin experiencia,845,968,2025-09-23,Público
Ingeniero Eléctrico,Halliburton,Ingeniería Eléctrica,El Oro,2 años,1342,1513,2025-10-10,Privado
Especialista en SEO,Universidad San Francisco,Marketing,Pichincha,2 años,934,1106,2025-09-25,Privado
Brand Manager,Ministerio de Salud,Comunicación Social,Guayas,Sin experiencia,645,711,2025-09-22,Público
Psicólogo Clínico,Industrias Ales,Enfermería,El Oro,1 año,644,820,2025-11-01,Privado
Ingeniero de Software,Holcim Ecuador,Ingeniería en Sistemas,Guayas,3 años,1685,2031,2025-10-26,Privado
